county_id,county_name,cnty_txbl_val,cnty_calculated_levy,schl_txbl_val,schl_calculated_levy,city_txbl_val,city_calculated_levy,spec_txbl_val,spec_calculated_levy,tot_txbl_val,tot_calculated_levy,avg_eff_prop_tax_rate,avg_eff_prop_tax_rate_pct
146,Liberty,14146230897.0,67901908.0,11384915812.0,109919457.0,3729754653.0,22474983.0,14239970309.0,17768725.0,14239970309.0,218065073.0,0.015313590426672286,1.5313590426672286
147,Limestone,2918524618.0,16343776.082685,2558165572.0,27118419.0,833594239.0,4496821.0,2554261469.0,4528036.0,2918524618.0,52487052.082685,0.017984104625662953,1.7984104625662953
148,Lipscomb,492792011.0,4989485.84618,442074955.0,4769812.0,88806833.0,665704.0,958334717.0,2165164.0,958334717.0,12590165.84618,0.013137545392900548,1.3137545392900547
149,Live Oak,4917227791.0,30228279.4472,4648814330.0,36065736.0,451936157.0,3748416.0,9843619332.0,2414263.0,9843619332.0,72456694.4472,0.007360777779333168,0.7360777779333169
150,Llano,9207888488.0,23897233.0,7892998946.0,62345216.0,5070265763.0,13179784.0,8988161979.0,7117986.0,9207888488.0,106540219.0,0.01157053749498014,1.157053749498014
151,Loving,19823538068.0,94134053.198458,19570260808.0,156141926.0,0.0,0.0,24698450.0,267079.0,19823538068.0,250543058.19845802,0.012638665072754863,1.2638665072754862
152,Lubbock,36691862567.0,120138331.0,27273979143.0,282342865.0,31655350427.0,154763118.0,73426357908.0,37671394.0,73426357908.0,594915708.0,0.008102209137833083,0.8102209137833083
153,Lynn,842977987.0,5499293.62206,707176094.0,8478448.0,208879115.0,1433503.0,2022273722.0,2031458.0,2022273722.0,17442702.62206,0.008625292625970244,0.8625292625970244
154,Madison,1810247338.0,9051237.0,1423660225.0,12712773.0,354081229.0,2428106.0,0.0,0.0,1810247338.0,24192116.0,0.013363983745297462,1.3363983745297463
155,Marion,1036182313.0,5552675.34562,797079011.0,5845354.0,273921958.0,1126608.0,1120171273.0,434951.0,1120171273.0,12959588.345619999,0.011569291819912614,1.1569291819912615
